,text,label
4788,Location de voitures avec chauffeur,Ministre du Développement durable et des Infrastructures
4789,Revalorisation des forêts,Ministre du Développement durable et des Infrastructures
4790,Monnaies virtuelles,Ministre des Finances
4791,"Campagne européenne""Violence à l'égard des femmestolérance zéro""",Ministre de la Justice
4792,Soins médicaux dans la région Est du pays,Ministre de la Santé
4793,Procédure d'enregistrement des cycles à pédalage assisté,Ministre du Développement durable et des Infrastructures
4794,Contrôle technique des véhicules de l'Administration des Ponts et Chaussées,Ministre du Développement durable et des Infrastructures
4795,Gare d'autobus à Ettelbruck,Ministre du Développement durable et des Infrastructures
4796,Prise en charge des soins dentaires,Ministre des Finances
4797,Lycée technique pour professions de santé,Ministre du Développement durable et des Infrastructures
4798,Réforme administrative concernant les permis de pêche,Ministre des Finances
4799,Commission consultative des droits de l'homme,Premier Ministre
4800,Utilisation de différentes procédures lors de l'enregistrement d'un patient dans un hôpital,Ministre de la Santé
4801,Construction de la Cité judiciaire,Ministre de la Justice
4802,Autorisations de transfert à l'étranger,Ministre de la Sécurité sociale
4803,Personnes intersexes,Ministre de la Justice
4804,Avertissements taxés,Ministre de la Justice
4805,Modes de logement alternatifs,Ministre de l'Intérieur
4806,Construction de bâtiments scolaires,Ministre de l'Education nationale
4807,Dyslexie et dyscalculie,Ministre de l'Education nationale
4808,Statut de certaines catégories de chargés d'éducation de l'enseignement postprimaire,Ministre de l'Education nationale
4809,"Médecines dites ""parallèles""",Ministre de la Santé
4810,Echange de renseignements en matière fiscale,Ministre des Finances
4811,Registre des bénéficiaires effectifs,Ministre de la Justice
4812,Cartes de priorité et d'invalidité,Ministre de la Santé
4813,Contamination des poissons de la Moselle par des substances toxiques,Ministre de la Santé
4814,Centre de soins pour la faune sauvage à Dudelange,Ministre du Développement durable et des Infrastructures
4815,Incapacité de travail,Ministre de la Sécurité sociale
4816,Lycée de Junglinster,Ministre de l'Education nationale
4817,Canicule,Ministre de la Santé
4818,Conséquences de la prise de participation de Qatar Airways dans Cargolux,Ministre du Développement durable et des Infrastructures
4819,Tests rapides Covid-19,Premier Ministre
4820,Prévention de la tuberculose,Ministre de la Santé
4821,Contrôle médical,Ministre de la Sécurité sociale
4822,Refoulement prévu des élèves provenant de l'ex-Yougoslavie,Ministre de la Justice
4823,Conseil d'administration de la BCEE,Ministre des Finances
4824,Fruits à l'école,Ministre de l'Education nationale
4825,Vol d'endoscopes au Centre hospitalier de Luxembourg,Ministre de la Santé
4826,Carte de sécurité sociale,Ministre de la Sécurité sociale
4827,Test de dépistage de la Covid-19 pour les écoliers,Ministre de la Santé
4828,Remarques du Ministre de l'Intérieur lors d'une émission radio,Ministre de l'Intérieur
4829,Changements prévus dans l'actionnariat de CARGOLUX,Ministre du Développement durable et des Infrastructures
4830,Fermeture d'agences de la BCEE,Ministre des Finances
4831,Autorité parentale,Ministre de la Justice
4832,Vitesse d'exécution des ordonnances de paiement,Ministre de la Justice
4833,"Projet ""Tram léger""",Ministre du Développement durable et des Infrastructures
4834,"Projet ""Cross-Border home monitoring of heart failure in Luxembourg and North-Rhine-Westphalia""",Ministre de la Santé
4835,"Conséquences du ""Brexit"" sur le secteur financier britannique",Ministre des Finances
4836,"Service de consultation et d'aide pour troubles de l'attention, de la perception et du développement psychomoteur",Ministre de l'Education nationale
4837,Service d'aide médicale urgente (SAMU),Ministre de la Santé
4838,"Stratégie ""Digital(4)Education""",Ministre de l'Education nationale
4839,Délai de prescription pour des abus sexuels,Ministre de la Justice
4840,Espionnage par le Bundesnachrichtendienst (BND),Premier Ministre
4841,Création d'emplois,Ministre de la Sécurité sociale
4842,Ecole nationale des sapeurs-pompiers,Ministre de l'Intérieur
4843,Dissimulation du visage dans l'espace public,Ministre de la Justice
4844,Signes national-socialistes lors d'un match de football international,Ministre de la Justice
4845,Aménagement et équipements spéciaux pour les voitures utilisées par des personnes handicapées,Ministre des Finances
4846,Bilan du domaine thermal de Mondorf-les-Bains,Ministre de la Santé
4847,Immixtion d'un ministre dans une affaire judiciaire,Premier Ministre
4848,Entrée en vigueur de nouvelles dispositions fiscales américaines,Ministre des Finances
4849,"L'Accord multilatéral sur l'investissement (AMI), négocié au sein de l'OCDE depuis 1995 et visant à la libéralisation et à la protection presque maximales des investissements",Ministre des Finances
4850,Reconnaissance de la Covid-19 comme maladie professionnelle,Ministre de la Sécurité sociale
4851,Décentralisation administrative et scolaire,Ministre du Développement durable et des Infrastructures
4852,Piste cyclable entre Bleesbruck et Vianden,Ministre du Développement durable et des Infrastructures
4853,Perquisitions auprès d'une banque islandaise,Ministre des Finances
4854,Internat socio-familial à Diekirch,Ministre de l'Education nationale
4855,"""Memorandum of understanding (MoU)""",Premier Ministre
4856,Prime CAR-e pour véhicules propulsés exclusivement par un moteur électrique,Ministre du Développement durable et des Infrastructures
4857,Service central d'assistance sociale (SCAS),Ministre de la Justice
4858,Application uniforme de la loi du 22 juillet 1982 relative à l'occupation  d'élèves et étudiants pendant les vacances scolaires,Ministre de l'Intérieur
4859,Avocats des enfants,Ministre de la Justice
4860,Réforme du système de mise sous curatelle ou tutelle de majeurs,Ministre de la Justice
4861,"Réintroduction de la procédure du ""cas de simple hébergement""",Ministre de la Sécurité sociale
4862,Spéculation sur les produits alimentaires,Ministre des Finances
4863,"Projet ""Mobile Assisted Language Tool"" (MALT)",Premier Ministre
4864,Affectation des demandeurs d'asile politique à des travaux d'utilité publique,Ministre de la Justice
4865,Statut des chargés de cours dans l'enseignement musical,Ministre de l'Education nationale
4866,Taxe européenne sur les transports aériens,Ministre des Finances
4867,Conflits d'intérêts lors des délibérations au niveau communal,Ministre de l'Intérieur
4868,Médicaments génériques,Ministre de la Santé
4869,Introduction d'une obligation pour pneus d'hiver,Ministre du Développement durable et des Infrastructures
4870,Nouvelle directive de l'Union européenne concernant  le secteur du transport routier,Ministre de la Sécurité sociale
4871,Violence envers les forces de l'ordre,Ministre de la Justice
4872,Signalements d'enfants en danger,Ministre de l'Education nationale
4873,Indemnité d'attente,Ministre de la Sécurité sociale
4874,Traite des êtres humains,Ministre de la Justice
4875,Gravillons,Ministre du Développement durable et des Infrastructures
4876,Assurance dépendance,Ministre de la Santé
4877,Couverture de la garde pharmaceutique dans le Nord du pays,Ministre de la Santé
4878,Assurances dans le cas de fermeture de l'entreprise,Ministre des Finances
4879,Aides accordées aux cardiaques russes,Ministre de la Santé
4880,Ordre public,Ministre de la Justice
4881,Survol de sites sensibles par des drones,Ministre du Développement durable et des Infrastructures
4882,Notation du Luxembourg,Premier Ministre
4883,Spoliations des biens juifs au Luxembourg,Premier Ministre
4884,Tests du coronavirus,Ministre de la Santé
4885,Participations communales à l'amortissement des investissements contractés par les syndicats de communes,Ministre de l'Intérieur
4886,Construction d'une piste cyclable dans le cadre du projet du nouveau viaduc ferroviaire de Pulvermühl,Ministre du Développement durable et des Infrastructures
4887,Gel de fonds et d'avoirs,Ministre des Finances
4888,Ambroisie à feuille d'armoise,Ministre de la Santé
4889,L'école du dos à l'école,Ministre de l'Education nationale
4890,Réserves luxembourgeoises des vaccins autres que ceux contre la grippe H1N1 et notamment ceux contre les maladies infantiles,Ministre de la Santé
4891,Feux de signalisation,Ministre du Développement durable et des Infrastructures
4892,Prothèse Totale de Hanche (PTH),Ministre de la Santé
4893,Demandes d'asile,Ministre de la Justice
4894,"""Carsharing""",Ministre du Développement durable et des Infrastructures
4895,"Sécurité des centrales nucléaires belges ""Doel 3"" et ""Tihange 2""",Ministre de la Santé
4896,Euro Patient Empowerment Index 2009,Ministre de la Santé
4897,Collaboration entre le Gouvernement et la société McKinsey,Ministre des Finances
4898,Accès au marché du travail des demandeurs d'asile,Ministre de la Justice
4899,Consommation d'alcool chez les jeunes,Ministre de la Santé
4900,Pratique de plusieurs communes du sud du pays de charger une agence conseil en communication de l'insertion des avis d'adjudication publique dans la presse,Ministre de l'Intérieur
4901,Inondation de la salle technique du poste directeur des CFL à Bettembourg,Ministre du Développement durable et des Infrastructures
4902,Télésanté,Ministre de la Santé
4903,Baisse des cas de rhume,Ministre de la Santé
4904,"""Interregionale Presse - Presse interrégionale""",Premier Ministre
4905,Crowdfunding,Ministre des Finances
4906,Financement d'une mosquée et d'une école coranique,Ministre des Finances
4907,Exposition aux pesticides,Ministre de la Santé
4908,Lycée technique Wobrecken à Esch/Alzette,Ministre du Développement durable et des Infrastructures
4909,Steuerentlastungsgesetz 1999/2000/2002,Ministre des Finances
4910,Mesures de sécurité supplémentaires suite aux attentats de Paris,Premier Ministre
4911,Optimisation des transports des jeunes dans l'Union Benelux,Ministre du Développement durable et des Infrastructures
4912,Opérations électorales à venir,Ministre de l'Intérieur
4913,Excès de vitesse,Ministre du Développement durable et des Infrastructures
4914,Notes ministérielles de juillet 2020 réglementant les conditions de travail de personnel éducatif et psychosocial,Ministre de l'Education nationale
4915,Cours de natation organisés dans l'enseignement fondamental,Ministre de l'Education nationale
4916,Fourrière,Ministre de la Justice
4917,Reconnaissance de la langue luxembourgeoise comme langue officielle de l'Union européenne,Premier Ministre
4918,Fonds souverain intergénérationnel du Luxembourg (FSIL),Ministre des Finances
4919,Combinaison de sécurité pour les motards de la police routière,Ministre de l'Intérieur
4920,Urbanisation,Ministre du Développement durable et des Infrastructures
4921,Pont frontalier de Grevenmacher,Ministre du Développement durable et des Infrastructures
